code_circo,nom,genre,FILLON
78_4,Pierre Lequiller,H,0.30344140892401500
78_4,Pierre Lequiller,H,0.30344140892401500
59_9,Bernard Gérard,H,0.3020274994173850
59_9,Bernard Gérard,H,0.3020274994173850
72_1,Christelle Morançais,F,0.3013854621370280
78_2,Pascal Thevenot,H,0.2998134145143870
78_2,Pascal Thevenot,H,0.2998134145143870
83_5,Guillaume Decard,H,0.2981792829753570
83_5,Guillaume Decard,H,0.2981792829753570
999_11,Thierry Mariani,H,0.2964434770453500
999_11,Thierry Mariani,H,0.2964434770453500
83_4,Françoise Dumont,F,0.2916935199484420
69_4,Dominique Nachury,F,0.2913064548908030
72_5,Jean-Carles Grelier,H,0.29080727272727300
72_5,Jean-Carles Grelier,H,0.29080727272727300
06_9,Michèle Tabarot,F,0.29080090061112900
53_2,Guillaume Chevrollier,H,0.289948026097534
53_2,Guillaume Chevrollier,H,0.289948026097534
06_6,Lionnel Luca,H,0.2894749639331510
06_6,Lionnel Luca,H,0.2894749639331510
85_3,Yannick Moreau,H,0.28478782042087600
85_3,Yannick Moreau,H,0.28478782042087600
72_3,Béatrice Pavy,F,0.283460761051059
74_6,Sophie Dion,F,0.28017080692717000
94_1,Sylvain Berrios,H,0.2760853177242690
94_1,Sylvain Berrios,H,0.2760853177242690
25_5,Annie Genevard,F,0.27552602096410300
2A_2,Camille de Rocca-Serra,F,0.27394428076704400
69_8,Patrice Verchère,H,0.27303252885624300
69_8,Patrice Verchère,H,0.27303252885624300
69_12,Jérôme Moroge,H,0.2725369891029940
69_12,Jérôme Moroge,H,0.2725369891029940
61_2,Véronique Louwagie,F,0.2723428826882240
92_2,Marie-Do Aeschlimann,F,0.27196690676197900
68_3,Jean-Luc Reitzer,H,0.2718323514057720
68_3,Jean-Luc Reitzer,H,0.2718323514057720
78_10,Jean-Frédéric Poisson,H,0.2706511969932180
78_10,Jean-Frédéric Poisson,H,0.2706511969932180
69_10,Christophe Guilloteau,H,0.26996800957112000
69_10,Christophe Guilloteau,H,0.26996800957112000
06_1,Éric Ciotti,H,0.26854048995688600
06_1,Éric Ciotti,H,0.26854048995688600
92_13,Georges Siffredi,H,0.2677260939138110
92_13,Georges Siffredi,H,0.2677260939138110
75_11,Jean-Pierre Lecoq,H,0.26696099343552100
75_11,Jean-Pierre Lecoq,H,0.26696099343552100
83_3,Jean-Louis Masson,H,0.26449939915248900
83_3,Jean-Louis Masson,H,0.26449939915248900
74_5,Marc Francina,H,0.2641347643283910
74_5,Marc Francina,H,0.2641347643283910
999_2,Pascal Drouhaud,H,0.2627649425525740
999_2,Pascal Drouhaud,H,0.2627649425525740
83_1,Geneviève Levy,F,0.2605162788126690
999_5,Laurence Sailliet,F,0.260191605051929
56_1,François Goulard,H,0.25983354629277900
56_1,François Goulard,H,0.25983354629277900
14_4,Nicole Ameline,H,0.2596225385645550
14_4,Nicole Ameline,H,0.2596225385645550
44_7,Franck Louvrier,H,0.25958430597953000
44_7,Franck Louvrier,H,0.25958430597953000
15_2,Alain Marleix,H,0.25948886038668000
15_2,Alain Marleix,H,0.25948886038668000
999_9,Erwan Davoux,H,0.25856399972016900
999_9,Erwan Davoux,H,0.25856399972016900
94_8,Michel Herbillon,H,0.2576938659752050
94_8,Michel Herbillon,H,0.2576938659752050
83_7,Jean-Sébastien Vialatte,H,0.2576428662339320
83_7,Jean-Sébastien Vialatte,H,0.2576428662339320
2B_2,Stéphanie Grimaldi,H,0.25758399735180800
